id,attachment_id,attachable_type,attachable_uuid,attachable_id,order
39941104-605c-4776-a1ed-bdf98cc99930,9629bcbc-cbd9-42ed-8619-6da754dab973,App\Entities\Question\Package\Item,bc5963a6-ca9c-4a32-9270-1960146e48a4,,1
3fbc2488-bce4-46f0-bd9f-47f17beb63c9,9433d89a-3087-4848-9bf7-2f0bebefc523,App\Entities\Question\Package\Item,1f1b06fa-1b09-481c-88a0-b44693bc5371,,1
641a5582-6070-4fa7-adb8-26cc939a448a,1412eb6f-bbfb-4bbf-9790-12c5260720d2,App\Entities\Question\Package\Item,cb18bd42-c50d-4ac7-beb2-acb98756193b,,1
85fb7ea2-920f-40e9-91d1-a4c9f89cbff0,6cacb125-4093-424a-9e72-60f6017d4dff,App\Entities\Question\Package\Item,d1d9f00b-bbea-4cd3-8e13-9dcf8112e046,,1
5e3aec1a-cc4e-4304-a504-e3b4a09edf94,95cef6d0-3fab-4ec6-b155-c949d4c4e91a,App\Entities\Question\Package\Item,b7d15a3b-f803-4ff1-8970-627579d5cd9d,,1
afa15cb1-12bc-41e5-973a-6a178ac56b95,191a02ed-5d11-46ce-b620-c314ec8e87fe,App\Entities\Question\Package\Item,3234dfe8-eb83-4e5b-9fef-793ce5856060,,1
93d5dc61-6ae6-4869-8c95-a2f51d062e48,35056edf-f1e2-4b6a-82a4-ce6cdca6cca8,App\Entities\Question\Package\Item,d8f8ab25-ce7d-4b5a-b2c5-ef762e0d3373,,1
44663068-7990-4199-ba8f-f7394410ed8a,ee203268-7ce6-48a7-8bc0-2c158064ce17,App\Entities\Question\Package\Item,bff11e66-94f6-44a7-9e46-c48c3b522adc,,1
76c95f35-6077-46da-8a9e-4588431dcee7,324b524e-7e90-404c-a51b-3cb534aadcfb,App\Entities\Question\Package\Item,9fe60e55-4c95-412c-9315-dc0b74c47228,,1
efff9854-9ae7-4c9c-9b5d-835ae052a4c4,efe4c7dd-48d0-4899-a65e-f84582518525,App\Entities\Question\Package\Item,87bbe945-7644-4c24-a636-66f235aed912,,1
b2b1e51b-0b7b-4f70-8d15-bbfed902b8bd,1e2ab656-645a-4d66-9038-64ab04cd45b9,App\Entities\Question\Package\Item,02dbd909-8b31-4f6a-b2b3-2f98929f2c2c,,1
e8ed5480-6af0-4e19-86b0-d95b17c53572,1d38b8ba-53c5-4bab-91b1-98e0087f23d7,App\Entities\Question\Package\Item,36972332-b1b1-44dd-ae01-9122b29cc6f6,,1
63aeb946-726e-4842-8f3b-c3fcfac0264a,15e4b849-a9e9-447a-84b0-f5e8353b20c2,App\Entities\Question\Package\Item,2405e216-6c28-4c0a-b8a1-578360e91db3,,1
c3b27108-1f68-4cf5-8150-effb72a1172b,f42b4197-12d2-4215-92f6-c1cfcc115443,App\Entities\Question\Package\Item,80900783-c699-4d0d-aec3-cf73e2936e22,,1
c2823c38-ea20-4cce-a58e-27f88575fa1e,38ce27f0-8b2c-454a-8b30-92725ebc2945,App\Entities\Question\Package\Item,294ed0e4-e300-429a-a70c-e46146065c7d,,1
3f7c72f2-3546-4119-919d-f8d086f0979f,6c226465-2994-4eff-8390-f01125e84c37,App\Entities\Question\Package\Item,2be2752f-256d-4312-885e-21401396534f,,1
52bc133e-cf02-49f6-bfa0-0098ccff3882,aedbe829-41f7-451e-8519-7b0d8f4515a2,App\Entities\Question\Package\Item,f4580d00-41a6-498e-adb7-c19f0cd9dd23,,1
3b070e73-551a-495d-86cf-fddb0007e293,3a9757c0-5868-4533-b2f5-dd271c531fc4,App\Entities\Question\Package\Item,cc089908-e413-4395-8b39-86cdde76e55e,,1
8a9fa857-826e-41e1-a397-c1d28632c593,7d9d7889-36fe-4435-86ee-ee2947b8da54,App\Entities\Question\Package\Item,84eeb34d-8665-4e5b-ae6e-5f2157130a7a,,1
1864239e-1e5a-41eb-a93a-75f5161f86ef,82b2f168-8eab-48e0-a65d-8dc6b48ae27b,App\Entities\Question\Package\Item,2ef96f93-4dd3-46b6-aaae-c4d827d9db2c,,1
056893f0-317c-419f-9f67-43ef2de14f50,3a411c4b-3b75-488e-a571-3b098f38fd10,App\Entities\Question\Package\Item,d7649955-834d-4eac-83e9-b847eafc5084,,1
bce2bcd3-3970-4b81-9169-4a3b6d3642e1,bbfa1db6-b882-49d5-9d95-b958ba10a7f6,App\Entities\Question\Package\Item,0c9434c6-84f9-4faa-a818-b338887071a4,,1
874b9f1b-6b80-4a27-8f56-f564f182c9ba,0b193e08-1e16-4787-9aff-4463a827dc77,App\Entities\Question\Package\Item,f85d29da-5ab4-4db5-a0e7-545b093a2653,,1
318968fa-d8ac-4112-b343-fd4042b82c4c,9ae597f2-5e92-4249-ab19-ef7b43362f69,App\Entities\Question\Package\Item,7f236c3e-c437-4ba4-b4b2-2cff891697a3,,1
f2b3f848-aa22-4f19-9585-052cd10197ec,bd289ea5-61ca-494d-9dd4-c70de3158022,App\Entities\Question\Package\Item,20fed448-4191-463e-b43d-1b41f9263177,,1
3d804127-7432-4e14-b524-33440213a35b,d21ff716-4928-4781-80f3-1028590e7518,App\Entities\Question\Package\Item,4e2c3528-437c-4307-a372-12fa70b51fe7,,1
0285ba7f-9970-467b-afc5-21195220ec0b,d45e7ff0-9e78-4f41-999f-409d4127d051,App\Entities\Question\Package\Item,2468afca-5f7a-4c42-8f25-fb45d1c6cba3,,1
4da43a9c-3940-48fb-92b1-ef0eb394f7a9,548520ff-7792-4b67-9516-b14aef00a21e,App\Entities\Question\Package\Item,b82e8ffc-4c12-4bbe-91f1-c9bf8525ec37,,1
a746e9c3-59f0-4e0b-9f9a-4bd23056c615,56dfa6a5-c90d-405b-a268-28a335087a71,App\Entities\Question\Package\Item,10b91548-c927-4b6d-ad0d-fdb475533449,,1
eec816ff-97df-4aa4-8e0b-d156b7c53176,e50dd4f5-e3b3-454b-b723-d54372803099,App\Entities\Question\Package\Item,cd0f1787-20cb-46c5-b75f-62b8d84db854,,1
ea096b61-0dd5-43e8-95f5-7c348897cf27,583886fa-6c36-4d0c-a912-5c79d215a99f,App\Entities\Question\Package\Item,ce80f2f5-809b-4736-ac73-da5f1fe61b8e,,1
058f43ee-fec8-48ab-9587-e2a059bc58ad,25d415fa-89ff-45c0-a3d7-30c3d40a5386,App\Entities\Question\Package\Item,b81dc3d2-2e30-4445-bd42-bf9d82764df3,,1
319d7b10-9d81-4575-985d-8f8df3a7b7f3,72e5eec4-2478-49b6-9c14-f33211c50a83,App\Entities\Question\Package\Item,786622f4-9ece-4699-90e8-2bf016f8057e,,1
e4c15648-bfa1-4e56-b5da-5479c9cfcfd5,9f1444a9-fa8d-41ff-8279-e5ed757f8735,App\Entities\Question\Package\Item,bd45d3cb-576c-43a6-84c4-216e50c9e854,,1
69bf0f0e-6d6a-4069-9761-01b3774c594b,534b8c50-54d6-452b-a51b-a5c1eeac5233,App\Entities\Question\Package\Item,1f914add-678f-4639-8a07-6cc88c702c15,,1
ed913b2d-6dfb-4773-b0f2-a013dd7d3aac,ce37887e-3580-4c65-999b-d35b858a45e0,App\Entities\Question\Package\Item,3827800f-51f6-4e5f-8748-143ef7c4d146,,1
5804dc57-c829-4ab4-9aa6-bd3f94cce8ae,162d9e92-3504-4475-9b56-494388b6d26f,App\Entities\Question\Package\Item,0175468e-f8da-4882-81e4-3f54fba8a4b4,,1
52d31fdb-2de6-42a6-88bd-62159f5f2d7f,f49b3adf-247b-444e-98cb-8b1e3faa447e,App\Entities\Question\Package\Item,1e6c3191-db15-4536-ba16-5a645dcac369,,1
18dc2035-a490-4348-bfb3-c9d11c4e1a4a,9bb699cd-45a7-46bf-817f-703355178754,App\Entities\Question\Package\Item,f5f43ff0-c59b-48d0-9172-3cc854769a56,,1
1e296c4f-a98a-4eb8-9dbf-574ca976a22d,764f235f-0ad2-4237-9601-37fbb21c9643,App\Entities\Question\Package\Item,d94919d9-15c8-4a84-9c2b-37ac0329a442,,1
76ec0aa1-b876-4109-80ae-46830e3acf22,24b4aa8f-69cb-49e3-a320-960c75ece9c6,App\Entities\Question\Package\Item,46725215-1ccb-428d-875b-4aeba1ed2b08,,1
289954ff-d4c3-4ea3-900c-4e0db724ac95,a881450a-5d3b-4b3c-aee3-4d0ec6eb7d71,App\Entities\Question\Package\Item,de80fe47-926a-41be-a574-85760cbf7f09,,1
0c0549a4-0328-41c2-b2a8-eda51b55904e,8869ae26-0db0-4daf-b233-f7fa7b0779cd,App\Entities\Question\Package\Item,44691352-d4a9-4d9d-b6c5-cdd69f7af67c,,1
7032628b-a9e3-4363-b3e4-9de63e7f2c24,b0b46be3-4b6a-4160-8db0-802915caa3c4,App\Entities\Question\Package\Item,ef1c64d0-7caf-47d2-af94-84e4c39d5735,,1
7a13bda4-f724-4b22-8853-02d5a5a06bba,dccb6462-05ce-4fab-bea6-257757110be2,App\Entities\Question\Package\Item,ed4e2382-8b0f-41b9-b036-7576d5e3b946,,1
59941a2f-9bfa-45a6-b31e-0c15e21c1ffc,558a1bff-5824-4432-8c64-2f57822c5101,App\Entities\Question\Package\Item,cff465fc-83d2-4c35-9ffb-f79a7c3716c5,,1
6ddb5661-de95-4f00-b642-6aa194c12c58,43e65937-15fb-4176-99c4-818f63000237,App\Entities\Question\Package\Item,fe1ea860-7e40-4b18-8ea3-db13b9759a80,,1
5348d420-3502-416b-86dc-83f5ffe7dc79,fe35510d-3620-4280-bdec-ac1bafa122e3,App\Entities\Question\Package\Item,43a58f7b-8442-46fb-8684-4ddc5bd3e6fc,,1
474d618f-cb75-4617-a7ce-ec504ef3f98d,76bf074f-051f-467c-bb2a-2219e6363912,App\Entities\Question\Package\Item,89b9a940-98c4-41f1-af6d-8992618fef1e,,1
95da9970-414d-47a0-8072-61fcfa117a06,3df7a460-1c65-4462-aa8d-744a23da9f16,App\Entities\Question\Package\Item,b54b987a-7048-47a4-a8c2-5020cde70880,,1
19ffccb9-1f0c-43a2-a392-68f4eea83847,ee86a2cd-253e-4bcb-83e8-b570cabfefcb,App\Entities\Question\Package\Item,f5a76e4c-d7a9-427b-91be-2868c80a4bf5,,1
89415a38-7a59-496a-9a05-7aacc545f7ce,18917bdd-4bc0-472f-b08e-bbb0265cbfdd,App\Entities\Question\Package\Item,f3268a6e-833a-48cf-a155-180591791ec0,,1
639107ec-ba09-4cca-a236-7462972711ae,b6da6bb8-eb08-4af1-967f-759b63957937,App\Entities\Question\Package\Item,6b0bf623-0877-4d54-8ce7-a6d1068d9124,,1
deaf0328-5ce1-435e-b212-895d6b40e199,56c01057-f62e-4b97-b5d7-9c12ec9ebd5d,App\Entities\Question\Package\Item,f1151cbe-ecef-4750-99df-5bb82e6cbb35,,1
70c233d4-6ff5-41bb-a4f7-504b1adf7c3d,6a6fffb4-96fb-4d26-955c-603453b994e9,App\Entities\Question\Package\Item,a162521b-0341-4a3a-a3f7-7bceea1fa1a4,,1
d23a51ba-02b4-4774-b28c-67d01b1266e9,4321fd78-dd60-4bb0-8c81-3b14997659aa,App\Entities\Question\Package\Item,e312b926-e143-4b75-8a65-ccf8341a1cb7,,1
2e6c730c-a316-4dca-89de-774537208bf8,727d0542-ee36-4731-a806-89399bf0016d,App\Entities\Question\Package\Item,0b411db5-f13e-41aa-b3fe-1ee7284f5925,,1
7caccd45-4e47-4efc-8839-8427c56aa6ad,882b7d76-520f-4959-ae6c-91505a36d781,App\Entities\Question\Package\Item,0e80a2c2-3c59-4a85-b346-ac77ab54aea3,,1
dd0a790f-a1ce-4414-83a3-2b8fdbed8f10,2dcaee80-38be-43d2-b912-bad28da4b9ec,App\Entities\Question\Package\Item,3ac6b575-aea8-4520-b803-c9fb95314c0b,,1
243281eb-fe5e-41f4-afbb-4a016df98a11,ed633347-96fe-422e-b525-071deb953a02,App\Entities\Question\Package\Item,3210dc68-65eb-4ad7-8404-c46f00f9eb9c,,1
2954df8a-8768-4f18-8515-3dfb9a9397dd,dccaac20-0645-4b60-8b7d-aabdd8315a94,App\Entities\Question\Package\Item,792e53fe-1f41-49b5-a70d-2bcff2d90ef5,,1
1ecf14b9-6b83-4319-a5be-d5bffd23006b,9f0a6fd6-6ba8-4b1e-936b-fee13c863ea6,App\Entities\Question\Package\Item,e107758c-ff95-4a33-8502-edb16d1409a8,,1
26e8b392-f1fa-4d6a-93b4-f7cc3e975214,e956561a-e253-4c8a-bf2b-674b3eaabb00,App\Entities\Question\Package\Item,0f65f339-3e00-453c-b766-20c9d0cbc4d0,,1
e022ad91-71dd-4c21-9d82-8ec9ef480fb9,36f660fa-63f9-4029-8996-fc2270bc6c2e,App\Entities\Question\Package\Item,53d11a24-2e60-4683-94a9-f801868438fb,,1
17d91bd5-f29a-4a6b-ab66-8e4ba88680bb,fa3727ee-e36d-4ac5-9fc2-b053d4b5d361,App\Entities\Question\Package\Item,9f5e5087-a834-4389-b986-3db6017f79be,,1
dd4d5d88-5039-4d47-b1fa-e01d37d4ac16,8afdcc59-c44a-4a5b-8365-713b40a874ef,App\Entities\Question\Package\Item,07030891-2d31-45a6-9bda-4db690fb6bbe,,1
b7480862-0a4a-4820-9155-9d4e28c2614d,95249c56-0bed-483c-83d0-ad5d88af2bce,App\Entities\Question\Package\Item,26775548-c64e-4795-981e-c30189671512,,1
868ec998-e3d9-40ad-b52e-6ba43cd1e6a2,e2b39056-df79-4c88-b1ed-8d695c9e81f6,App\Entities\Question\Package\Item,fd8b4df7-2684-4146-905e-8005c2de195c,,1
ce50d8bf-9b64-4785-af98-9041b5883a55,62e25cc3-b084-4835-82de-4ec6c5fd8982,App\Entities\Question\Package\Item,a120ca05-6d4f-4bba-b564-b1da09977244,,1
ce47b044-474c-45c8-8d6c-5a87282a2d00,fa2c2f15-a233-423b-aec5-260ad1476143,App\Entities\Question\Package\Item,f52f7eb5-1c03-41ee-92fb-6526b11a69c9,,1
34670864-c6b8-4a60-83dc-3b40b5890363,09144091-1d7b-442e-b731-6e4dc2f24627,App\Entities\Question\Package\Item,165ba27d-488d-4c99-bd71-d28bf02d00e7,,1
69704cdd-3056-4f05-a4f4-68473b02f78c,82f77c53-511a-4b78-8ecb-4ba29e10f338,App\Entities\Question\Package\Item,d425a904-dda2-4e6d-a2ae-76ad2319f789,,1
503f3b1d-a35b-434b-83b3-e31c17d100f3,a4df651d-6f32-4353-ae0d-49a1b979584c,App\Entities\Question\Package\Item,0e59de8d-5f18-49be-8792-c5f4188ec31b,,1
0c5b876a-04ee-4eca-a614-02269a73ff65,d7059e39-0658-4953-aee0-5cd27cfbb4d7,App\Entities\Question\Package\Item,b4cb0243-9b71-4e3d-82b4-1d638b48a649,,1
725e8956-9904-4841-a57f-bd1ca78c289a,555c8195-afac-44d8-819d-a020559c5c11,App\Entities\Question\Package\Item,4ca90d93-98bc-4bb4-a267-d30947048e85,,1
f3bfe5d7-b9e8-4b7e-bdae-0787dace51ae,b3c5740c-924d-4798-983f-5f7d2e01dc71,App\Entities\Question\Package\Item,4b88bf4c-ec59-46f8-a628-a08b9cd53d34,,1
c3962c24-7049-4f20-97d8-65fcb3317709,a43160a6-7654-4924-a571-84570b22d120,App\Entities\Question\Package\Item,acb51603-b256-4c45-80c8-437d6da3b40e,,1
cc65c9e2-c82b-4df5-8beb-564b01458f56,5ace6021-6cc5-4a90-801f-91e8c8048923,App\Entities\CBT\Participant\Section\Item,3889955c-b3bf-4618-92bf-e0ccc0ea1d54,,1
c6705dc5-a9be-488a-9c82-5d4d200a242c,a881450a-5d3b-4b3c-aee3-4d0ec6eb7d71,App\Entities\CBT\Participant\Section\Item,d6b94d50-e91e-424c-8c01-a34729203c44,,1
7b4ba362-d70c-4804-8718-239578f4caa9,135e0150-bb67-48a4-a6f6-6a194ef1d714,App\Entities\CBT\Participant\Section\Item,d6b94d50-e91e-424c-8c01-a34729203c44,,0
4304e9c9-a927-4937-a6bc-52d6f2db4f21,b3c5740c-924d-4798-983f-5f7d2e01dc71,App\Entities\CBT\Participant\Section\Item,8c164541-6caf-441e-bca8-d1293cd669d3,,1
33ff3e10-6e15-4cb2-be3e-aaf75cbf79e4,a187ecb4-c213-4de9-a995-1b31de915d81,App\Entities\CBT\Participant\Section\Item,8c164541-6caf-441e-bca8-d1293cd669d3,,0
6b974abf-19ab-409b-822e-a338a9552728,555c8195-afac-44d8-819d-a020559c5c11,App\Entities\CBT\Participant\Section\Item,790903b3-492f-4a61-af96-3c73dd111ea9,,1
74ae80a1-f395-4f20-9b61-e1c5eccac984,b6a1bb13-3253-4510-ac63-cc5959daf626,App\Entities\CBT\Participant\Section\Item,790903b3-492f-4a61-af96-3c73dd111ea9,,0
f59614f0-e04f-4f4f-bdc0-89a0769a4638,6a6fffb4-96fb-4d26-955c-603453b994e9,App\Entities\CBT\Participant\Section\Item,930b077d-2eb7-495b-8d7a-1a78f4a4d6d7,,1
77340dc9-c802-49d3-93c6-d7b2b70dc756,ac888188-fd80-4729-9e2c-2a377eedfa0f,App\Entities\CBT\Participant\Section\Item,930b077d-2eb7-495b-8d7a-1a78f4a4d6d7,,0
cd903bc6-f12f-476c-9fa6-a7873c8ba9d6,09144091-1d7b-442e-b731-6e4dc2f24627,App\Entities\CBT\Participant\Section\Item,8cd3aa58-7adf-4fd2-a2c0-b3b1903bee04,,1
8bb8af34-66ed-4d32-a7e4-1f6596091803,3cf5e1a9-825a-452d-adb4-87542232b5a0,App\Entities\CBT\Participant\Section\Item,8cd3aa58-7adf-4fd2-a2c0-b3b1903bee04,,0
379aa46d-972f-4891-b26c-2b04bec871d2,5e589f85-cf74-425d-83b5-c9380e729465,App\Entities\CBT\Participant\Section\Item,b70a71fd-7328-41e9-8435-902a65420572,,1
d96cd5be-57f2-463c-97fa-eb200bf00014,d3346395-0be0-4656-8c0b-c2ce8104a209,App\Entities\CBT\Participant\Section\Item,b70a71fd-7328-41e9-8435-902a65420572,,0
a7b5e15f-a8f2-4454-90d4-993a245d8e97,9f0a6fd6-6ba8-4b1e-936b-fee13c863ea6,App\Entities\CBT\Participant\Section\Item,eaee6fa0-5ac3-4e32-8f6f-a83bd1c338a7,,1
9aef3498-0547-43c1-a13e-b4e3f48ff451,19e6c6eb-f1a0-405d-9a35-2c4b60684618,App\Entities\CBT\Participant\Section\Item,eaee6fa0-5ac3-4e32-8f6f-a83bd1c338a7,,0
fedd4a68-2612-4838-b764-68bdd79acc27,3cac83ea-c28f-41b3-8873-54c2835e8234,App\Entities\CBT\Participant\Section\Item,cb0fad8f-8f3c-4b8f-9708-a233aefa637c,,1
9394a998-3d82-4907-8655-e78330db9a9a,c0a79caf-9613-477b-82c9-d89bd8cc7238,App\Entities\CBT\Participant\Section\Item,cb0fad8f-8f3c-4b8f-9708-a233aefa637c,,0
a3ad401b-a340-4e49-a03f-aca6f806ebfb,56c01057-f62e-4b97-b5d7-9c12ec9ebd5d,App\Entities\CBT\Participant\Section\Item,9855b79d-b7ae-4296-84b6-e8e76e41262b,,1
a25ffc37-d9cc-4f0e-beb3-ee448965b841,0282c392-f8e7-4d41-97a4-7d393c56de44,App\Entities\CBT\Participant\Section\Item,9855b79d-b7ae-4296-84b6-e8e76e41262b,,0
4395f335-50ac-4b1f-bd20-6065e3373e97,dccb6462-05ce-4fab-bea6-257757110be2,App\Entities\CBT\Participant\Section\Item,a47cd51a-cd48-4c16-89dc-ca396af7c050,,1
caa60239-bc92-46e6-8120-083641c9777c,521347b6-aee5-430c-80dd-4ded881dae3b,App\Entities\CBT\Participant\Section\Item,a47cd51a-cd48-4c16-89dc-ca396af7c050,,0
bd81a306-dd2e-4d58-a90b-c831bd08c88f,b6da6bb8-eb08-4af1-967f-759b63957937,App\Entities\CBT\Participant\Section\Item,f67c94a0-863f-4cf5-8e68-5f6db9f31155,,1
1f52f7eb-1627-4879-b0c3-122603080158,ac162ec8-0e04-417d-9231-e8787fb939f8,App\Entities\CBT\Participant\Section\Item,f67c94a0-863f-4cf5-8e68-5f6db9f31155,,0
b6b3a39d-0509-4018-92e6-f062f42ca62f,98d47612-9f3a-4ef3-bd7f-4ea6da58702c,App\Entities\CBT\Participant\Section\Item,57541c79-4ba5-4931-9f51-3aee04fc7cbc,,1
78b7060e-cbeb-4ace-badb-5ab25436ec7f,035c3029-c0ec-4798-a480-2ba6236797ae,App\Entities\CBT\Participant\Section\Item,57541c79-4ba5-4931-9f51-3aee04fc7cbc,,0
3b6437b2-39bd-411f-9910-26b86f94a14f,a4df651d-6f32-4353-ae0d-49a1b979584c,App\Entities\CBT\Participant\Section\Item,ebeb3a44-455a-47cb-977c-6bfc3553ef26,,1
38718e5f-6dc3-4d0f-8943-c8e963a3e723,e0e49ab7-76d6-432a-862b-042afaee3afa,App\Entities\CBT\Participant\Section\Item,ebeb3a44-455a-47cb-977c-6bfc3553ef26,,0
cd0032fd-cf47-441d-a729-2c9c4e2a27e5,558a1bff-5824-4432-8c64-2f57822c5101,App\Entities\CBT\Participant\Section\Item,05da18bb-39dc-4702-9640-35634437051c,,1
601fc40c-2aaf-4e8b-a251-c84739e18bcf,a0330139-83d6-4817-b009-59179811ffcb,App\Entities\CBT\Participant\Section\Item,05da18bb-39dc-4702-9640-35634437051c,,0
77b029b5-be30-47f6-ac2b-7da740219396,8844dc36-cf86-49bf-88dd-955c815ba904,App\Entities\CBT\Participant\Section\Item,39b7606c-a679-4183-85fa-fa45fa7b2ff3,,1
cdc6be65-cc78-44c7-be3a-37c7eec7760b,9a6667d1-1913-49c9-99c2-2cb79b3df37b,App\Entities\CBT\Participant\Section\Item,39b7606c-a679-4183-85fa-fa45fa7b2ff3,,0
