id,parent_id,type,code,content,answer_order_random,duration,item_count,order,created_at,updated_at
4b1ece9f-d789-49ef-90f4-eab446e798e6,,multi_choice_single,LISTENING-P-A-R-T-A-16,<p></p>,true,12,1,16,2020-07-16 10:57:36,2020-07-16 10:57:36
bd4c38ae-7a62-414d-b94f-37c557a47f70,,multi_choice_single,LISTENING-P-A-R-T-A-23,<p></p>,true,12,1,23,2020-07-16 10:57:37,2020-07-16 10:57:37
1ed493ec-aa42-441b-b902-9acff0843805,,multi_choice_single,LISTENING-P-A-R-T-A-20,<p></p>,true,12,1,20,2020-07-16 10:57:37,2020-07-16 10:57:37
d130114f-b4b0-4ccb-ade0-b9191704e31a,,multi_choice_single,LISTENING-P-A-R-T-A-13,<p></p>,true,12,1,13,2020-07-16 10:57:35,2020-07-16 10:57:36
368e2f04-074a-4e23-8cfb-ff510b9e5ccb,,bundle,LISTENING-P-A-R-T-B-0,<p></p>,true,12,4,0,2020-07-16 10:57:39,2020-07-16 10:57:39
e065f851-6d52-4879-bb77-a0572e4f1319,fd09a166-4d36-47d3-a470-87901592feb2,multi_choice_single,LISTENING-P-A-R-T-B-1-0,Qui hic qui dolorem odit. Sit aut temporibus ut dignissimos quos et veniam beatae. Quod quasi expedita id iure fugiat.,true,12,1,0,2020-07-16 10:57:39,2020-07-16 10:57:39
0b8947a9-f2fc-4f73-ae22-ebea4606bd08,,multi_choice_single,LISTENING-P-A-R-T-A-17,<p></p>,true,12,1,17,2020-07-16 10:57:36,2020-07-16 10:57:36
8116f15a-50db-4e86-8bfd-4099c2929a1f,,multi_choice_single,LISTENING-P-A-R-T-A-26,<p></p>,true,12,1,26,2020-07-16 10:57:37,2020-07-16 10:57:38
35254b0c-91d1-471d-aa83-0777dc1a2030,368e2f04-074a-4e23-8cfb-ff510b9e5ccb,multi_choice_single,LISTENING-P-A-R-T-B-0-0,Laborum sit occaecati repellendus unde amet. Quia est nobis doloremque culpa nulla consequatur. Maxime voluptas veniam occaecati saepe.,true,12,1,0,2020-07-16 10:57:39,2020-07-16 10:57:39
9c933750-3cdb-445e-bbea-ad76e98bd30c,fd09a166-4d36-47d3-a470-87901592feb2,multi_choice_single,LISTENING-P-A-R-T-B-1-1,Accusamus nihil sunt harum sed blanditiis. Repellat rerum aspernatur alias vel culpa sit vero. Illum fugit laborum ab odio consectetur. Qui velit earum eveniet itaque eos corrupti non.,true,12,1,1,2020-07-16 10:57:39,2020-07-16 10:57:39
f1981a42-3e4c-4aa2-bf6a-20473da3b45f,368e2f04-074a-4e23-8cfb-ff510b9e5ccb,multi_choice_single,LISTENING-P-A-R-T-B-0-3,Voluptatem itaque dolore ad minima. Corrupti error animi esse aperiam dolor ea error. Quis et officia exercitationem natus incidunt. Sint placeat incidunt omnis consequuntur porro.,true,12,1,3,2020-07-16 10:57:39,2020-07-16 10:57:39
a20cbf47-7245-40c4-a420-3011eedce478,,multi_choice_single,LISTENING-P-A-R-T-A-29,<p></p>,true,12,1,29,2020-07-16 10:57:38,2020-07-16 10:57:38
f28a9c7d-9bb9-4ff3-bceb-4c6b39a12f07,fd09a166-4d36-47d3-a470-87901592feb2,multi_choice_single,LISTENING-P-A-R-T-B-1-2,Accusamus dolorem qui iusto est libero sunt ducimus voluptatem. Quo magni ea saepe et. Placeat quam corrupti ut commodi. Dolorem qui omnis quia in enim qui qui. Earum saepe in inventore excepturi.,true,12,1,2,2020-07-16 10:57:39,2020-07-16 10:57:40
1521c60f-f10f-4973-9c6a-a5fa233d17e3,fd09a166-4d36-47d3-a470-87901592feb2,multi_choice_single,LISTENING-P-A-R-T-B-1-3,Molestiae sequi sit sunt voluptatem hic. Nemo in occaecati reiciendis quasi sit sint officia quia. Harum voluptate dolorem sit. Suscipit eum officiis eos expedita adipisci eius.,true,12,1,3,2020-07-16 10:57:39,2020-07-16 10:57:40
acb51603-b256-4c45-80c8-437d6da3b40e,,bundle,CON-6-NATURE-TOUR,<p></p>,true,12,4,0,2020-08-04 03:24:18,2020-08-04 03:24:19
0602d69c-2857-4650-b488-b69c5b949544,,multi_choice_single,SD-NEG-1,<p></p>,true,12,1,0,2020-08-04 00:34:07,2020-08-04 00:34:07
b0bad555-a2b3-4e22-bf7a-b018906044cb,,bundle,TALK-1-NATIONAL-HERO,<p></p>,true,12,4,0,2020-08-04 01:59:37,2020-08-04 01:59:37
120ef7f9-0ba4-4509-8ac5-34215ac0d35c,f33c63cb-b147-4528-8231-45a7808f5030,multi_choice_single,LISTENING-P-A-R-T-C-1-1,Est suscipit dolore maxime. Cupiditate dolore quo aut dolor. Incidunt ea eveniet iste esse at voluptas. Debitis assumenda minima dicta dolorem.,false,12,1,1,2020-07-16 10:57:40,2020-07-16 10:57:41
397d3c88-f59d-4981-976d-4beebb845236,610445c2-adc9-48eb-9ad9-8b3f24696724,multi_choice_single,LISTENING-P-A-R-T-C-2-0,Dolores eveniet aliquid voluptas ex laudantium sint. Rerum quam velit nesciunt voluptate commodi voluptatem. Ab harum soluta voluptas reiciendis esse et.,false,12,1,0,2020-07-16 10:57:41,2020-07-16 10:57:41
f2c521bb-305c-4077-956b-1ad7d77f2eea,,bundle,LISTENING-P-A-R-T-C-0,<p></p>,true,12,4,0,2020-07-16 10:57:40,2020-07-16 10:57:40
59bc8c2e-8c48-4b46-af79-1fcc71923fac,,multi_choice_single,GRAMMAR-STRUCTURE-0,Ducimus amet soluta impedit omnis eius earum ut. Impedit quod minus enim earum. Nostrum ex est suscipit similique nemo fuga ea nostrum.,true,0,1,0,2020-07-16 10:57:42,2020-07-16 10:57:42
f2d3f0ad-5131-4c22-9cda-1ba3f476caf3,f33c63cb-b147-4528-8231-45a7808f5030,multi_choice_single,LISTENING-P-A-R-T-C-1-3,Dignissimos quam quas eum. Exercitationem harum fuga magni hic soluta delectus. Sit possimus officia mollitia voluptas non. Corporis saepe ut et.,false,12,1,3,2020-07-16 10:57:41,2020-07-16 10:57:41
290cb8ec-5ed8-49da-ba9f-4886829d8b66,f2c521bb-305c-4077-956b-1ad7d77f2eea,multi_choice_single,LISTENING-P-A-R-T-C-0-2,Eligendi dolores earum assumenda accusantium id. Nulla deleniti vitae ut quia. Distinctio culpa aliquam distinctio est autem unde. Sed doloremque doloremque quam eos est sint.,false,12,1,2,2020-07-16 10:57:40,2020-07-16 10:57:40
e4af3c2d-04c6-4b4e-8c2e-c6e2fdcf32e9,f2c521bb-305c-4077-956b-1ad7d77f2eea,multi_choice_single,LISTENING-P-A-R-T-C-0-0,Sint possimus autem minima quia debitis non non. Exercitationem maxime nam magni iusto eos labore. Quis impedit est facilis voluptatem eius officiis aspernatur.,false,12,1,0,2020-07-16 10:57:40,2020-07-16 10:57:40
c927662a-04e2-4ca5-880a-71f9c4c69bd2,f33c63cb-b147-4528-8231-45a7808f5030,multi_choice_single,LISTENING-P-A-R-T-C-1-0,Et eum ut dolores quia occaecati. Nisi accusamus nobis et voluptatem impedit saepe voluptate. Quam quos pariatur quo impedit laborum. Et cumque enim et qui.,false,12,1,0,2020-07-16 10:57:40,2020-07-16 10:57:41
eb1ad6bc-ed27-4aca-9840-5cecb9eab226,f33c63cb-b147-4528-8231-45a7808f5030,multi_choice_single,LISTENING-P-A-R-T-C-1-2,Ratione commodi quos ullam ad. Officia eveniet ipsa est nihil cum. Expedita aut magnam dolorum necessitatibus est. Debitis minus nulla quos mollitia eveniet delectus quas.,false,12,1,2,2020-07-16 10:57:41,2020-07-16 10:57:41
70aa40d3-451a-44e1-9637-d747b6daa24f,f2c521bb-305c-4077-956b-1ad7d77f2eea,multi_choice_single,LISTENING-P-A-R-T-C-0-3,Quos quis vel possimus enim id. Tempore est tempora natus nemo qui et ut excepturi. Repudiandae rerum neque enim et et voluptatem qui.,false,12,1,3,2020-07-16 10:57:40,2020-07-16 10:57:40
805c2695-0279-4b3a-9dab-f853a9abf835,f2c521bb-305c-4077-956b-1ad7d77f2eea,multi_choice_single,LISTENING-P-A-R-T-C-0-1,Iste molestiae et ullam nisi quia ipsum. Cum quas qui ea asperiores sint totam exercitationem. Sed suscipit reiciendis unde odit.,false,12,1,1,2020-07-16 10:57:40,2020-07-16 10:57:40
610445c2-adc9-48eb-9ad9-8b3f24696724,,bundle,LISTENING-P-A-R-T-C-2,<p></p>,true,12,4,2,2020-07-16 10:57:41,2020-07-16 10:57:41
5b5cf837-ee29-42b7-86e8-a6e3939a6fba,610445c2-adc9-48eb-9ad9-8b3f24696724,multi_choice_single,LISTENING-P-A-R-T-C-2-3,Corrupti fugit natus molestiae officiis molestiae ea non. Voluptas omnis blanditiis corporis et perferendis. Fuga dolor sequi laborum repudiandae ex sunt sint.,false,12,1,3,2020-07-16 10:57:41,2020-07-16 10:57:42
f33c63cb-b147-4528-8231-45a7808f5030,,bundle,LISTENING-P-A-R-T-C-1,<p></p>,true,12,4,1,2020-07-16 10:57:40,2020-07-16 10:57:41
4cc1dec2-8ad8-40d4-a62c-218ea26b0766,610445c2-adc9-48eb-9ad9-8b3f24696724,multi_choice_single,LISTENING-P-A-R-T-C-2-2,Est illum aut est dolorem et saepe vel. Hic dolor animi repudiandae enim voluptates. Nostrum sed minus veniam laborum ad dolorem. Magni rerum rerum dolores et odio distinctio.,false,12,1,2,2020-07-16 10:57:41,2020-07-16 10:57:42
5ea21d42-2464-4e60-89de-9fd26546e519,,multi_choice_single,GRAMMAR-STRUCTURE-2,Officiis ipsam suscipit necessitatibus inventore. Ducimus consequuntur aliquid et perferendis quidem in. Et harum maxime deleniti nam. Nulla commodi mollitia dolores atque reiciendis.,true,0,1,2,2020-07-16 10:57:42,2020-07-16 10:57:42
297aa3c9-6bd9-40c2-8de5-380a9bfae189,610445c2-adc9-48eb-9ad9-8b3f24696724,multi_choice_single,LISTENING-P-A-R-T-C-2-1,Laborum porro dolorem molestias saepe deserunt. Qui non voluptas odio qui est laudantium consequatur aut. Sit ut laborum voluptatum reprehenderit esse incidunt in.,false,12,1,1,2020-07-16 10:57:41,2020-07-16 10:57:41
ac7672cb-fb47-439e-9a1f-f2bdb8359e54,,multi_choice_single,GRAMMAR-STRUCTURE-5,Deserunt quasi eum quas quaerat. Atque ea enim ut mollitia quam aut doloribus. Alias porro harum enim animi doloribus qui provident quis. Voluptate tempore voluptatem eaque odit.,true,0,1,5,2020-07-16 10:57:43,2020-07-16 10:57:43
9e1a995f-a3c7-44ae-9bbf-14a66c53c987,,multi_choice_single,GRAMMAR-STRUCTURE-3,Est sed amet quia voluptatem rem. Possimus dignissimos illum sed qui ullam vero eveniet. Iste voluptatem impedit qui et.,true,0,1,3,2020-07-16 10:57:42,2020-07-16 10:57:42
5d251706-1762-4c33-8a36-6ca445c9a3e3,,multi_choice_single,GRAMMAR-STRUCTURE-4,Sed rerum nulla voluptas tempora eos possimus ut. Dolorem quia non quisquam quaerat sit qui tempora. Quia veniam quaerat et.,true,0,1,4,2020-07-16 10:57:42,2020-07-16 10:57:43
3cb4795d-9b2a-4e8a-b45a-15de3ecf6849,,multi_choice_single,GRAMMAR-STRUCTURE-7,Maiores nostrum nihil consectetur quam qui eaque quas. Illo delectus nulla eos voluptatem eos. Adipisci ratione aspernatur quaerat corrupti.,true,0,1,7,2020-07-16 10:57:43,2020-07-16 10:57:43
ab95d017-6162-487f-a79b-1af41fe3daeb,,multi_choice_single,GRAMMAR-STRUCTURE-1,Esse esse nihil nobis non. Incidunt in sed dolor sit voluptatem eius reprehenderit. Ipsa exercitationem temporibus et tempore culpa sed.,true,0,1,1,2020-07-16 10:57:42,2020-07-16 10:57:42
92f32f07-87ed-4aca-b6cd-86d52e532eca,,multi_choice_single,GRAMMAR-STRUCTURE-9,In voluptatem veniam dicta quis qui. Quaerat praesentium rerum rerum. Culpa qui consequatur ea autem. Repudiandae quis assumenda omnis molestias ut assumenda.,true,0,1,9,2020-07-16 10:57:43,2020-07-16 10:57:43
c581a9d5-02dd-4e64-ad8f-ddd958946fe9,,multi_choice_single,GRAMMAR-STRUCTURE-8,Qui tenetur soluta eum sed provident doloremque qui. Et illo eius maiores cupiditate voluptas nostrum. Quod beatae exercitationem quo nihil. In distinctio assumenda esse maiores blanditiis a vel.,true,0,1,8,2020-07-16 10:57:43,2020-07-16 10:57:43
2a6fbe87-a019-45fa-b771-ed06b2be699c,,multi_choice_single,GRAMMAR-STRUCTURE-10,Nostrum deleniti aut et vel. Consectetur corrupti dolorum totam aut et similique. Facilis voluptas pariatur quasi vitae. Placeat odit ex et occaecati id aperiam.,true,0,1,10,2020-07-16 10:57:43,2020-07-16 10:57:43
f283d4eb-4eb3-4367-8fc5-31a383018dbb,,multi_choice_single,GRAMMAR-STRUCTURE-6,Commodi omnis voluptatem et quo voluptas. Vero distinctio quo accusamus corporis. Nisi labore vero ea quos ut. Beatae eaque aut nobis fugit.,true,0,1,6,2020-07-16 10:57:43,2020-07-16 10:57:43
da86af5c-6acd-44e4-ba6a-2e7e0024cbe9,,multi_choice_single,GRAMMAR-STRUCTURE-11,Rem adipisci exercitationem in qui excepturi aut omnis et. Incidunt tenetur qui ut est ullam sit. Odio eum repudiandae illum aut at quia qui.,true,0,1,11,2020-07-16 10:57:43,2020-07-16 10:57:44
d49d3b57-1877-4311-83ef-d1a9e61f75e0,b0bad555-a2b3-4e22-bf7a-b018906044cb,multi_choice_single,,<p></p>,false,12,1,0,2020-08-04 01:59:37,2020-08-04 01:59:37
99d6893d-1597-465d-bf31-7691dbd1c0c7,,multi_choice_single,SD-NEG-2,<p></p>,true,12,1,0,2020-08-04 00:35:23,2020-08-04 00:35:23
348f64de-3885-4e93-9a90-2292ecd994b0,b0bad555-a2b3-4e22-bf7a-b018906044cb,multi_choice_single,,<p></p>,false,12,1,1,2020-08-04 01:59:37,2020-08-04 01:59:37
adef7723-57d5-4dc8-a95f-c1a4b51f4f31,584ef61c-1694-4e25-b285-77dd026d1386,multi_choice_single,,<p>Why is the technology based on NLP important?</p>,true,0,1,3,2020-08-04 03:50:29,2020-08-04 03:50:29
64c6400c-950a-4177-b76d-caba6f9f9cb2,584ef61c-1694-4e25-b285-77dd026d1386,multi_choice_single,,<p>What is the author’s main point?</p>,true,0,1,0,2020-08-04 03:50:29,2020-08-04 03:50:29
9fe60e55-4c95-412c-9315-dc0b74c47228,36972332-b1b1-44dd-ae01-9122b29cc6f6,multi_choice_single,,<p></p>,true,12,1,1,2020-08-04 03:07:07,2020-08-04 03:07:07
913f8b2c-d6cc-4f5e-ba99-1387512ac402,584ef61c-1694-4e25-b285-77dd026d1386,multi_choice_single,,"<p>What does &nbsp;the word <strong><em>retrieve</em></strong>&nbsp;in the sentence &nbsp;most probably mean?</p><p>“For example, phones and handheld computers support predictive text and handwriting recognition; web search engines give access to information locked up in unstructured text; machine translation allows us to <strong>retrieve</strong>&nbsp;texts written in Chinese and read them in Spanish”</p>",true,0,1,6,2020-08-04 03:50:29,2020-08-04 03:50:29
328e1453-dd67-4d27-b9c9-b804644336ce,584ef61c-1694-4e25-b285-77dd026d1386,multi_choice_single,,<p>The word <strong><em>them</em></strong>&nbsp;in the last line of paragraph 1 refers to:</p>,true,0,1,2,2020-08-04 03:50:29,2020-08-04 03:50:29
87bbe945-7644-4c24-a636-66f235aed912,36972332-b1b1-44dd-ae01-9122b29cc6f6,multi_choice_single,,<p></p>,true,12,1,2,2020-08-04 03:07:07,2020-08-04 03:07:08
f3ca65ed-b31d-4b1b-a5c5-10512822096e,1f1b06fa-1b09-481c-88a0-b44693bc5371,multi_choice_single,,<p></p>,false,12,1,0,2020-08-04 02:54:06,2020-08-04 02:54:06
4d3d11f5-05d4-4617-a713-31de3316e4f7,8edda8e2-8713-4650-8f37-3884e8a25e31,simple,READING-2-2,Ut soluta quo natus. Tenetur soluta est ullam ea voluptatibus quis corporis. Est iusto quia velit voluptas dignissimos at asperiores recusandae.,true,0,5,2,2020-07-16 10:57:51,2020-07-16 10:57:51
0bb5e0fe-b73c-4bec-8629-a3000d65fe90,,multi_choice_single,GRAMMAR-WRITTEN-EXPRESSION-0,<u>Quibusdam quia rerum laboriosam eos. Ea voluptatem totam consectetur voluptates illo aut autem aut. Nisi doloremque </u><p>laborum nisi explicabo. Nemo illo ea libero quis rerum praesentium dolor. Illum ut ea rem beatae enim alias corrupti</p><u>.Ut enim sint quisquam laboriosam earum aut. Similique dolores est asperiores id officiis quam in officia. Sequi del</u><p>eniti provident quo velit vero ab est. Natus optio cumque voluptas repellendus.Ut voluptate sed doloremque maiores e</p><u>t harum. Laborum repellat non quam voluptatibus ut consequatur. Quod tenetur aut alias reprehenderit dolorem consequ</u><p>atur.Aliquam aut molestiae doloremque at eaque vitae. Et mollitia non nihil et.Et voluptatem odio explicabo reprehen</p><u>derit dignissimos veritatis. Ea at ut ut voluptatem incidunt magni. Enim beatae voluptas in ut eos iusto asperiores.</u><p>Cupiditate perferendis minima dicta corrupti ut nihil. Commodi dolorum consequuntur quia sunt sit est sed eius. Dolo</p><u>rem qui rerum eum adipisci eveniet deserunt possimus.Optio natus fugit ipsum velit ad ut. Est a sequi assumenda dolo</u><p>re quia. Soluta perspiciatis id officiis exercitationem quidem. Aspernatur rem quia vel sed dolorem.Blanditiis facer</p><p>e sit quos voluptatibus ducimus in voluptatem. Rem facere omnis quia voluptate porro aliquid qui.Explicabo quo culpa</p><p> quia omnis sit nihil repellendus. Nobis molestias voluptatem saepe delectus. Earum nesciunt qui quod unde incidunt </p><p>sit qui. Voluptatem aspernatur quo optio dolorem et odit numquam. Repudiandae iste rerum ipsam dolores sunt.Nostrum </p><p>libero et voluptatem et in sapiente. Est eaque unde doloremque ut. Quia fuga esse eligendi voluptas dolore veniam. V</p><p>elit eum sed ab voluptatibus consequatur velit.Qui asperiores earum vel est soluta. Odit ipsa rerum aspernatur natus</p><p>. Velit vel voluptatem reiciendis reiciendis.Deleniti quod numquam ipsum commodi nemo est. Voluptatem non tenetur na</p><p>m. Qui eos sit est in ad. Illo asperiores mollitia iste nam quia quibusdam.Deleniti officiis illo quidem itaque eos </p><p>corrupti. Vero qui nam et qui quae repellendus voluptatibus eos.Aspernatur qui minus dolor quo dolore. Cupiditate ac</p><p>cusamus sequi deserunt nemo sed vel aut voluptatibus. Voluptatem saepe ab omnis ipsum voluptates magnam rem eos. Qui</p><p> maxime et qui architecto atque voluptatibus aut commodi.Porro amet quia inventore odit quia nihil est. Rerum et et </p><p>earum perspiciatis rem sequi vel. Et sit quia ducimus voluptatem corrupti repellendus sit.</p><p></p>,false,0,1,0,2020-07-16 10:57:44,2020-07-16 10:57:45
e3365415-c89b-4014-83d0-99d678e0aba2,,multi_choice_single,GRAMMAR-WRITTEN-EXPRESSION-1,<u>Voluptatem eos sint vel officiis. Minus consequuntur sed ea repudiandae neque unde. Aspernatur cumque voluptates et </u><p>quae molestias eius. Illo cum blanditiis ipsum laudantium qui natus.Architecto quisquam suscipit sequi sapiente. Eum</p><u> vitae voluptas autem animi. Aut et quis delectus. Facere et sit aut harum omnis cum.Qui aliquam perspiciatis tempor</u><p>a eaque. Rerum saepe ea beatae soluta.Incidunt consequuntur et id. Iste voluptatem quia ipsum dignissimos tempore ad</p><u> sint nostrum. Qui hic quis dicta ullam aut.Ut ea saepe consequatur ad qui perferendis repudiandae. Temporibus sed u</u><p>t dolor est molestiae non. Et laudantium sit ut explicabo facere enim saepe. Facere assumenda natus et nobis cum rep</p><u>rehenderit neque.Quia ex aspernatur est accusantium eum distinctio. Voluptatem illo minus minus nobis consectetur re</u><p>rum velit. Esse quas ut numquam. Perspiciatis magnam est distinctio quas dolore qui fugiat.Soluta sed quia autem exe</p><u>rcitationem. Ea nisi sit earum vero ut enim quia inventore. Saepe quis cupiditate amet necessitatibus maxime id. At </u><p>at labore in eligendi velit nihil.Officia minus aliquid eaque rerum veritatis consequatur. Ipsum et ab consectetur i</p><p>ste amet. Aut necessitatibus mollitia doloribus.Sint consequatur repudiandae est assumenda nam. Ut voluptas vel quas</p><p> quis molestias natus cupiditate. Sed in mollitia et nihil. At et omnis reprehenderit quia assumenda. Vel in exceptu</p><p>ri earum consequatur.Temporibus magnam facere nostrum non. Nulla consequatur aspernatur accusantium aut. Aspernatur </p><p>quibusdam omnis praesentium minima. Enim doloribus at voluptate et sunt assumenda.Et fugit sed ut pariatur maxime of</p><p>ficiis qui. Id voluptatem doloremque tenetur qui nulla rerum. Et quisquam repudiandae sit nesciunt perspiciatis natu</p><p>s iusto. Ut sint et quasi quo.Iste ut harum iste aliquam. Rerum maiores omnis dolor veritatis rerum. Quis ducimus qu</p><p>i nulla alias suscipit voluptas vel. Architecto omnis inventore sed rerum.Dignissimos temporibus aut enim ipsa incid</p><p>unt quibusdam. Quod sequi accusantium et fuga. Quis nobis fugiat excepturi voluptatum sed.Quia sint nulla animi quae</p><p>rat quo corrupti. Omnis quibusdam adipisci deserunt. Optio reprehenderit dolores voluptas maxime et odio. Quia accus</p><p>amus voluptas nihil non deserunt ut aut.Adipisci distinctio et quia non enim. Voluptas et rem voluptatem eveniet. Et</p><p> omnis eveniet voluptatem nemo molestiae assumenda ut dolor.</p><p></p>,false,0,1,1,2020-07-16 10:57:45,2020-07-16 10:57:45
7e421ecc-1b73-41bc-876a-9d917980f990,,multi_choice_single,GRAMMAR-STRUCTURE-14,Esse explicabo expedita debitis illo molestiae et. Pariatur neque iusto enim suscipit sed numquam. Quo aut sunt sequi fuga rerum. Fugit voluptatum sed sint quo suscipit ratione et.,true,0,1,14,2020-07-16 10:57:44,2020-07-16 10:57:44
bb95e639-89a1-4964-be96-3ff1710a7f28,,multi_choice_single,GRAMMAR-STRUCTURE-12,Officiis velit vero ipsam placeat repudiandae. Ut eum est quisquam quae et deleniti. Rerum quia minus magni dolorum commodi ex adipisci. Provident ipsa voluptatem numquam perferendis.,true,0,1,12,2020-07-16 10:57:44,2020-07-16 10:57:44
7f768e22-b205-4df6-9167-dacd87e2f6ea,b0bad555-a2b3-4e22-bf7a-b018906044cb,multi_choice_single,,<p></p>,false,12,1,2,2020-08-04 01:59:37,2020-08-04 01:59:37
b82e8ffc-4c12-4bbe-91f1-c9bf8525ec37,acb51603-b256-4c45-80c8-437d6da3b40e,multi_choice_single,,<p></p>,true,12,1,0,2020-08-04 03:24:18,2020-08-04 03:24:19
